,id,title,overview,release_date,popularity,vote_average,vote_count
6448,5820,The Sentinel,"Veteran Secret Service agent Pete Garrison investigates a colleague's murder and is subsequently framed as a mole in an assassination attempt on the President due to the machinations of a blackmailer who knows the secret he is hiding. Disgraced, dismissed, and now a fugitive with two relentless federal investigators hot on his heels, Garrison must both clear his name and save the president from assassination.",2006-04-19,4.3514,6.054,840
6449,1032372,Cold Meat,"David Petersen is passing through the Colorado Rockies. After saving a young diner waitress from her violent ex-husband during a break from driving, he hits the road again alone through a dangerous snow blizzard. One false move behind the wheel has him waking up inside a ravine, in the eye of the storm. But the cold is the least of his worries when a beast starts prowling outside. How will he survive?",2024-02-23,2.7656,6.405,116
6450,787723,13 Minutes,"As a new day begins in the small American town of Minninnewah, the residents start their day as ordinary as the next. Mother Nature, however, has other plans for them. Inhabitants have just 13 minutes to seek shelter before the largest tornado on record ravages the town, leaving them struggling to protect their loved ones and fighting for their lives. Left to deal with the aftermath, four families must overcome their differences and find strength in each other in order to survive.",2021-10-29,2.3455,5.874,234
6451,781456,Race 1,"The once dominating LIONS team gradually declined after the death of team leader Lao Shen. Unwilling to retire, Li Yi Fei and his new partner-the first female driver in league history, Lu Li li did not get along, and the two did not give in to each other, which made the team's situation worse. The second-generation new team leader, Ah Shen, who is not optimistic, has to pin his hopes on Du Jie Ke, an otaku who can only play simulator racing. Du Jie Ke, who has no actual combat experience, does not have the strength to participate in the competition, but in order to catch up with Lily, he works hard. Faced with his racing performance and the concerns of his family, Li Yi Fei decided to retreat behind the scenes and let Lily and Du Jie Ke form a new partnership. Outside the Lions team, there is a strong opponent Song Jie, and there are misunderstandings and conflicts that need to be resolved. In the fierce battle, they regained their original aspirations.",2021-01-15,2.2841,6.375,24
6452,58757,Heidi,"Heidi, a young orphan girl living with her aunt in Frankfurt, is forced to move to the Swiss Alps to live with her ornery grandfather. At first, he resents her presence, but, after a short while, Heidi manages to pierce his gruff exterior, and the two become close. She also befriends a young shepherd named Peter. After three years, Heidi's aunt arrives and demands Heidi's return to Frankfurt.",1952-11-13,2.2887,7.1,11
6453,2157,Lost in Space,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",1998-04-03,2.9283,5.419,1248
6454,95955,The Tattoo Connection,"When a diamond is stolen in Hong Kong, the company insuring the diamond sends a former CIA agent to Hong Kong to retrieve it. Meanwhile, one of the thieves begins to have a change of heart because his girlfriend wants him to leave his criminal organization.",1978-07-27,1.0342,5.3,11
6455,1126915,Tornado,"When her father's puppet samurai show gets ambushed by a notorious gang, Tornado vows to seek vengeance and forge her own destiny by stealing their ill-gotten gold.",2025-05-30,2.7927,6.19,43
6456,68812,The Iceman,"The true story of Richard Kuklinski, the notorious contract killer and family man.",2012-09-01,2.4761,6.556,1062
6457,679057,Bosomy Tae-hee,"Cha-wook and Min-joo are about to get married. Cha-wook proposes a couple trip to Yong-woo’s wife who is his junior at work. Ji-yeon doesn’t like uncomfortable trips but Yong-woo’s boss forced her. The trip has been decided and Cha-wook plans to stay with Ji-yeon, who he’s been eyeing. Min-joo is forced to join. On the day of the trip, Min-joo finally tells everything to Ji-yeon and Ji-yeon decides to use Cha-wook.",2020-02-27,2.7564,6.0,5
6458,606234,Archive,"2038: George Almore is working on a true human-equivalent AI, and his latest prototype is almost ready. This sensitive phase is also the riskiest as he has a goal that must be hidden at all costs—being reunited with his dead wife.",2020-08-13,2.2726,6.307,728
6459,1034062,Mortal Kombat Legends: Cage Match,"In 1980s Hollywood, action star Johnny Cage is looking to become an A-list actor. But when his costar, Jennifer, goes missing from set, Johnny finds himself thrust into a world filled with shadows, danger, and deceit. As he embarks on a bloody journey, Johnny quickly discovers the City of Angels has more than a few devils in its midst.",2023-10-17,2.7067,6.785,130
6460,529485,The Way Back,"A former basketball all-star, who has lost his wife and family foundation in a struggle with addiction, attempts to regain his soul and salvation by becoming the coach of a disparate ethnically mixed high school basketball team at his alma mater.",2020-03-05,2.065,6.649,1262
6461,1459233,Violet,"Three hottest stars Christy Imperial, Dani Yoshida and Aliya Raymundo ignite the screen in a coming-of-age story about a girl exploring her sexuality. Set against the vibrant Panagbenga festival this movie tackles love and sex in the eyes of an innocent girl.",2025-04-15,2.5775,7.643,7
6462,392624,Playground,"A collage of colors and shapes intersect and flow - from Mirai Mizue,",2010-04-13,1.6697,0.0,0
6463,3784,Frankie and Johnny,"When Johnny is released from prison following a forgery charge, he quickly lands a job as a short-order cook at a New York diner. Following a brief fling with waitress Cora, he develops an attraction for Cora's friend and fellow waitress Frankie. While Frankie resists Johnny's charms initially, she eventually relents when her best friend, Tim, persuades her to give Johnny a chance.",1991-10-11,2.2099,6.774,601
6464,7450,Titan A.E.,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Drej are bent on mankind's destruction.",2000-06-16,2.0824,6.595,1117
6465,1075676,Uprising,"In the Joseon Dynasty, two friends who grew up together — one the master and one the servant — reunite post-war as enemies on opposing sides.",2024-10-02,2.5073,7.056,177
6466,15357,District 13: Ultimatum,"Damien and Leito return to District 13 on a mission to bring peace to the troubled sector that is controlled by five different gang bosses, before the city’s secret services take drastic measures to solve the problem.",2009-02-18,3.7014,6.387,1200
6467,554641,Marriage Material,Iris Carsen wants her daughter to find a man who is 'marriage material' in other words 'rich' until she finds herself in love with her own man who is not 'marriage material.',2014-10-02,1.0673,1.0,1
6468,15384,Red Cliff II,"The battle of Red Cliff continues and the alliance between Xu and East Wu is fracturing.  With Cao Cao's massive forces on their doorstep, will the kingdoms of Xu and East Wu survive?",2009-01-07,2.4504,7.3,458
6469,10372,Ewoks: The Battle for Endor,"The army of the Marauders, led by King Terak and the witch Charal, attack the Ewoks village, killing Cindel's family. Cindel and the Ewok Wicket escape and meet Teek in the forest, a naughty and very fast animal. Teek takes them to a house in which an old man, Noa, lives. Like Cindel, he also crashed with his Starcruiser on Endor. Together they fight Terak and Charal.",1985-11-24,2.1626,5.447,328
6470,713,The Piano,"When an arranged marriage brings Ada and her spirited daughter to the wilderness of nineteenth-century New Zealand, she finds herself locked in a battle of wills with both her controlling husband and a rugged frontiersman to whom she develops a forbidden attraction.",1993-05-18,2.2691,7.4,1558
6471,9288,Dungeons & Dragons: Wrath of the Dragon God,"Due to a curse from his former master Profion, Damodar survived his death by Ridley Freeborn as an undead entity in pursuit of an evil artifact for some hundred years, so that he might be capable of unleashing unstoppable destruction on Izmir and the descendants of those who caused his demise.",2005-09-01,3.6174,4.601,134
6472,660360,Noryang: Deadly Sea,"The Imjin War reaches its seventh year in December of 1598. Admiral Yi Sun-shin learns that the Wa invaders in Joseon are preparing for a swift withdrawal following the deathbed orders of their leader Toyotomi Hideyoshi. Determined to destroy the enemy once and for all, Admiral Yi leads an allied fleet of Joseon and Ming ships to mount a blockade and annihilate the Wa army. However, once Ming commander Chen Lin is bribed into lifting the blockade, Wa lord Shimazu Yoshihiro and his Satsuma army sail to the Wa army's rescue at Noryang Strait.",2023-12-20,2.5342,6.4,149
6473,137227,Doraemon: Nobita and the New Steel Troops: Winged Angels,Nobita and Doraemon find a giant robot in pieces which they later assemble. It turns out to be a destructive weapon and the gang must save Earth from an imminent invasion.,2011-03-05,2.5777,7.3,78
6474,1337397,Mischief,"Sex and rumors abound in this erotic story about high school student Jules, who won’t stop at anything to get back best friend Dahlia from new student Nessa, even if it means making up stories of illicit affairs with teachers.",2024-09-20,2.6714,8.375,8
6475,22718,Attack of the Giant Leeches,"A backwoods game warden and a local doctor discover that giant leeches are responsible for disappearances and deaths in a local swamp, but the local police don't believe them.",1959-10-01,1.4586,4.115,74
6476,454294,The Kid Who Would Be King,"Old-school magic meets the modern world when young Alex stumbles upon the mythical sword Excalibur. He soon unites his friends and enemies, and they become knights who join forces with the legendary wizard Merlin. Together, they must save mankind from the wicked enchantress Morgana and her army of supernatural warriors.",2019-01-16,3.238,6.2,792
6477,10406,Encino Man,"High school misfits Stoney and Dave discover a long-frozen primeval man buried in their backyard. But the thawed-out Link—as the boys have named him—quickly becomes a wild card in the teens' already zany Southern California lives. After a shave and some new clothes, Link's presence at school makes the daily drudgery a lot more interesting.",1992-05-22,2.3091,5.805,667
6478,1145221,It Feeds,A clairvoyant therapist confronts her own personal demons while trying to save a young girl who believes a malevolent entity is feeding on her.,2025-04-17,2.3768,6.922,109
6479,1122504,Exorcism in Utero,"Herma finds a powerful ring that possesses her when she tries it on; as her body transforms and mind begins to deteriorate, she must find a way out to save herself and her unborn baby.",2023-05-23,2.4208,5.352,27
6480,1196943,Chhaava,"Shivaji's death sparks the Maratha-Mughal conflict. His son Sambhaji leads resistance against Aurangzeb's forces. Amid battles and intrigue, both sides face challenges in a struggle for power.",2025-02-14,2.7435,6.8,37
6481,49199,The Legend of Speed,"Sky is the king of the underground car racing circuit. After winning a hard-fought race, Sky is set up by his archrival Tang Fung.",1999-12-18,2.2043,6.125,12
6482,177945,"Like Father, Like Son",Ryota Nonomiya is a successful businessman driven by money. He learns that his biological son was switched with another child after birth. He must make a life-changing decision and choose his true son or the boy he raised as his own.,2013-09-24,2.1521,7.678,754
6483,65034,Too Big to Fail,An intimate look at the epochal financial crisis of 2008 and the powerful men and women who decided the fate of the world's economy in a matter of a few weeks.,2011-11-25,1.9255,6.991,234
6484,14636,The Condemned,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",2007-04-27,2.7725,6.108,812
6485,417974,Female Workers: Romance At Work,"Nam-geun is having sex with the youngest female employee at work every lunch time and Kim is learning sex from a married superior. Lee is going around, poking everyone here and there. All of them get horny once work starts.  One day, Hee-soo, the sexiest worker, comes back from China and she's become even sexier. The male workers start to beg her for sex...",2016-09-22,2.5758,3.167,6
6486,8867,The Punisher,"The avenging angel of Marvel Comics fame comes brilliantly to life in this searing action-adventure thriller! Dolph Lundgren stars as Frank Castle, a veteran cop who loses his entire family to a mafia car bomb. His ex-partner believes Castle survived the blast and became the Punisher, living in the sewers and exacting vigilante violence against mob bosses throughout the city. When the populace is caught in the midst of a gang war that he caused, Castle must again emerge from the shadows and save the innocent.",1989-10-05,2.1127,5.767,632
6487,12407,Stone of Destiny,"Tells of the daring heist of The Stone of Destiny in the 1950s by a charming group of idealistic Scottish undergraduates, whose action rekindled Scottish nationalistic pride.",2008-12-19,1.14,6.487,77
6488,758866,Drive My Car,"Yusuke Kafuku, a stage actor and director, still unable, after two years, to cope with the loss of his beloved wife, accepts to direct Uncle Vanya at a theater festival in Hiroshima. There he meets Misaki, an introverted young woman, appointed to drive his car. In between rides, secrets from the past and heartfelt confessions will be unveiled.",2021-08-18,2.2105,7.432,1359
6489,80184,The Hidden Face,A Spanish orchestra conductor deals with the mysterious disappearance of his girlfriend.,2011-09-16,3.0702,7.303,1070
6490,41472,Flower & Snake,"The wealthy president of a company has built up an unpayable debt to a local crime lord, and to escape punishment he sells his famous dancer wife to the lecherous old man figuring a 90 year old can’t do too much bad with her. Perhaps not, but others can while he watches. She’s put on stage in an underground BDSM sex show and begins a spiraling decent from strongly independent woman to submissive sex slave",2004-03-13,2.6984,5.7,47
6491,363093,The Tiger,"In 1925 Korea, Japanese rulers demand the last remaining tiger be killed. The tiger easily defeats his pursuers until a legendary hunter takes him on.",2015-12-16,2.0557,7.7,263
6492,5279,Gosford Park,"In 1930s England, a group of pretentious rich and famous gather together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.",2001-12-26,2.4141,6.831,1145
6493,37059,2012: Supernova,"Two hundred years ago a supernova exploded somewhere in the Lyra constellation. Now the lethal burst of radiation is headed straight for Earth, and time is swiftly running out. The only thing standing between humanity and complete devastation is astrophysicist Dr. Kelvin (Brian Krause), who heads up a project to save the planet.",2009-10-27,1.2594,4.3,73
6494,551271,Medieval,"The story of fifteenth century Czech icon and warlord, Jan Zizka, who defeated armies of the Teutonic Order and the Holy Roman Empire.",2022-09-08,2.424,6.911,501
6495,10538,Passenger 57,"Airline security specialist John Cutter, finally returning to the job after his wife's death, finds himself stuck on a flight being hijacked by notorious terrorist Charles Rane. Unfortunately for the terrorists, they're also stuck with him.",1992-11-06,2.8374,5.993,1048
6496,2925,The First Wives Club,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",1996-09-20,2.7442,6.709,776
6497,40814,Crimes of Passion,"Fashion designer Joanna Crane leads a double life. By night she is China Blue, a prostitute who's attracted the attention of a sexually frustrated private detective, and a psychopathic priest in possession of a murderous sex toy.",1984-10-19,2.3672,6.4,178
6498,529962,The Perfection,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",2018-09-20,3.1301,6.448,1386
6499,24122,The Rebound,"Upon discovering her husband's infidelity, Sandy leaves the suburbs and moves into the city. There, she befriends Aram, a guy whose wife only married him so she could get a green card. Sandy hires Aram to be her nanny, and it isn't long until Aram and Sandy find out they get along wonderfully and start to date. But is their relationship real or is it, in fact, just a rebound for both of them?",2009-09-16,2.7186,6.505,915
6500,1229349,Yolo,"After an argument with her younger sister, Le Ying moves out on her own. She meets a boxing trainer and starts boxing.",2024-02-10,2.8141,6.448,87
6501,683805,Ghost of My Father,An arthouse debut feature follows a grizzled ex-con's first day of freedom as he struggles to reconnect with his conflicted son.,2020-02-20,1.0503,6.4,8
6502,1064375,Paradox Effect,"An innocent woman is forced to confront a dangerous kingpin who has kidnapped her young daughter and is holding her for ransom. She teams up with a corrupt Interpol agent, whose son is also being held hostage, to rip off various criminals to raise the ransom to save their offspring. Together they have one hour to save their families from the wrath of bigwig.",2024-06-27,2.4345,5.4,60
6503,64689,Killing Them Softly,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",2012-07-30,2.0313,6.023,2273
6504,40867,The Pajama Game,An Iowa pajama factory worker falls in love with an affable superintendent who had been hired by the factory's boss to help oppose the workers' demand for a pay raise.,1957-08-29,1.3553,6.29,62
6505,101251,El Padrino II: Border Intrusion,A man who rose to be the most powerful drug trafficker in the world is trapped by the FBI and must confront the man who now controls the business.,2008-01-01,2.189,6.2,4
6506,241863,As the Gods Will,"High school student Shun Takahata is bored. Bored with the day-to-day monotony of school and life, he prays for change, for something exciting. Suddenly, he and his classmates are forced to play deadly children's games and facing terrifying creatures from a talking Daruma doll to a sharp-clawed lucky cat.",2014-11-15,2.4669,7.1,537
6507,382591,Two Is a Family,A man without attachments or responsibilities suddenly finds himself with an abandoned baby and leaves for London to try and find the mother. Eight years later after he and his daughter become inseparable Gloria's mother reappears.,2016-12-07,2.8609,7.737,3003
6508,16690,Return to Never Land,"In 1940, the world is besieged by World War II. Wendy, all grown up, has two children; including Jane, who does not believe Wendy's stories about Peter Pan.",2002-02-14,2.64,6.475,2350
6509,11829,Trinity Is Still My Name,The two brothers Trinity and Bambino are exchanged by two federal agents and take advantage of the situation to steal a huge booty hidden in a monastery by a gang of outlaws.,1971-10-21,2.2973,7.428,938
6510,849,Krull,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,1983-07-29,2.3163,6.06,577
6511,1083658,Scoop,"Inspired by real events, this fictional dramatization gives an insider account of how the women of Newsnight secured Prince Andrew's infamous interview.",2024-03-27,1.8488,6.338,207
6512,98914,Mother,"A Soviet woman is caught between her husband and son, who find themselves on opposing sides of the Russian Revolution.",1926-10-11,1.1802,7.1,75
6513,16563,Seven Brides for Seven Brothers,"In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too.",1954-07-22,2.3578,7.1,551
6514,901563,Close,"Two 13-year-old boys spend an idyllic summer together, but their connection is put to the test when they become the subject of speculation at school.",2022-11-01,2.5033,7.8,898
6515,705,All About Eve,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",1950-11-09,2.3335,8.076,1597
6516,4808,Charade,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines.",1963-12-01,4.458,7.669,1443
6517,61202,Zindagi Na Milegi Dobara,"Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?",2011-07-15,2.5036,7.57,369
6518,741335,Sing a Bit of Harmony,"Satomi is fine being alone until an AI named Shion joins her class with a song and a promise to make her happy. While Shion’s musical numbers and princess gowns don’t quite pass as human, her antics bring Satomi closer to four other classmates. Together, they make memories worth saving, but even our most precious data can be erased.",2021-10-29,1.9916,7.617,60
6519,262,The King of Comedy,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",1982-12-18,4.2699,7.782,2419
6520,558915,The Color Purple,"A decades-spanning tale of love and resilience and of one woman's journey to independence. Celie faces many hardships in her life, but ultimately finds extraordinary strength and hope in the unbreakable bonds of sisterhood.",2023-12-25,2.316,7.1,314
6521,14113,Zoom,"Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a ragtag group of kids with special powers into a new generation of superheroes to save the world from certain destruction.",2006-08-11,2.4797,5.299,613
6522,40723,Trouble Every Day,"Newlyweds Shane and June arrive in Paris for their honeymoon. In the process of trying to find a cure for his strange, bloodthirsty disease, Shane stumbles upon the story of a doctor and his flesh eating wife.",2001-07-11,1.3869,5.779,208
6523,763,Braindead,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",1992-08-13,2.2374,7.4,1729
6524,659959,Summer of 85,"What do you dream of when you're 16-years-old and in a seaside resort in Normandy in the 1980s? A best friend? A lifelong teen pact? Scooting off on adventures on a boat or a motorbike? Living life at breakneck speed? No. You dream of death. Because you can't get a bigger kick than dying. And that's why you save it till the very end. The summer holidays are just beginning, and this story recounts how Alexis grew into himself.",2020-07-14,1.9562,7.416,868
6525,1066298,Full River Red,"During China's Song Dynasty, a mysterious murder occurs at Chancellor Quin Hui's palace after meeting delegates from the neighboring Jin Dynasty. The members become embroiled not just in a murder mystery, but a larger conspiracy concerning the fate of the empire.",2023-01-22,2.2667,5.955,154
6526,508664,Danger Close: The Battle of Long Tan,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",2019-08-08,2.5187,6.81,337
6527,442094,Check Point,"In Port City, North Carolina, a vagrant discovers plans for an invasion. His attempts to warn law enforcement are ignored but when the Sheriff notices odd interactions with other townsfolk, he begins to look into the claim of a sleeper cell living amongst the locals.",2017-03-07,1.3402,6.079,63
6528,38117,Beastly,"A modern-day take on the ""Beauty and the Beast"" tale where a New York teen is transformed into a hideous monster in order to find true love.",2011-01-21,2.3112,6.32,2801
6529,534179,Mother's Friends,"Hyeri and Ji-yeon are friends in the same neighborhood. They have a son to go to the army after some time. One day, Min-gu, who was playing at Jun-suk's house, sees Jun-suk's mother Hyeri in the shower and gets excited and hits her. Hyeri, who initially resisted, gave up resistance to Mingu's power, and after that day, the two develop into sex every time they have time. After a few days, Ji-yeon, who accidentally witnessed her son Min-gu and Hye-ri having sex, begins to seduce Hye-ri's son Jun-seok.",2017-05-01,2.4198,5.7,6
6530,59722,2012: Ice Age,"A volcanic eruption in Iceland sends a glacier towards North America, causing everything in it's path to freeze. A family man struggles to escape the onslaught of the coming ice age.",2011-06-27,1.9634,4.5,274
6531,233470,Jamesy Boy,Based on the true story of teenager James Burns who goes from a suburban street gang to a maximum-security prison cell surrounded by hardened criminals. He turns his life around in prison thanks to the unexpected friendship he forms with a convicted murderer who becomes his mentor.,2014-01-03,2.2898,6.39,168
6532,503616,Second Act,"Value Shop assistant manager Maya Vargas wants only one thing for her 43rd birthday -- a promotion. While her résumé may not scream upper management, her track record certainly does; she is an innovator who listens to her customers and delivers results. When she loses the job to a college-educated candidate, Maya sets out to prove to Madison Avenue that street smarts are as valuable as book smarts -- and it's never too late for a second act.",2018-11-22,2.3015,6.325,1218
6533,51162,Winnie the Pooh,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Owl convinces Pooh, Tigger, Rabbit, Piglet, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to rescue him.",2011-04-06,2.9016,6.901,901
6534,18032,The Secret of Moonacre,"When 13 year old Maria Merryweather's father dies, leaving her orphaned and homeless, she is forced to leave her luxurious London life to go and live with Sir Benjamin, an eccentric uncle she didn't know she had, at the mysterious Moonacre Manor.",2009-02-06,2.6638,6.559,468
6535,901908,The Key Game,"Laura has been with Antonio all her life and, just when she begins to wonder if that is really the life she wants, Sergio and Siena cross paths in their lives. Sergio is a former high school classmate and Siena, his millennial girlfriend who arrives to revolutionize everyone's lives. Laura, Raquel and Cris, close friends for years, convince their respective husbands to play a game that Siena proposes to them: the game of keys. The game consists of everyone putting their keys in a bowl. At random, each one chooses some keys and he must go to spend the night with the owner of the keys. This game will revolutionize the group of friends and their lives. It will make them discover who they are and what they really want.",2022-04-13,2.0797,6.021,72
6536,574060,Gunpowder Milkshake,"To protect an 8-year-old girl, a dangerous assassin reunites with her mother and her lethal associates to take down a ruthless crime syndicate and its army of henchmen.",2021-07-14,2.3148,6.289,1069
6537,85689,The Son of the Sheik,"Ahmed, son of Diana and Sheik Ahmed Ben Hassan, falls in love with Yasmin, a dancing girl who fronts her father's gang of mountebanks. She and Ahmed meet secretly until one night when her father and the gang capture the son of the sheik, torture him, and hold him for ransom.",1926-09-05,1.1458,6.143,28
6538,484510,Trolls Holiday,"When the eternally optimistic Poppy, queen of the Trolls, learns that the Bergens no longer have any holidays on their calendar, she enlists the help of Branch and the rest of the gang on a delightfully quirky mission to fix something that the Bergens don't think is broken.",2017-11-01,2.0759,6.687,497
6539,9464,Buffalo '66,"Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry.",1998-01-20,2.3664,7.132,979
6540,68179,Escape from Planet Earth,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,2013-02-14,3.0415,5.747,774
6541,184346,Deliver Us from Evil,"When a frightening wave of violence sweeps through New York City, troubled cop Sarchie fails to find a rational explanation for the bizarre crimes. However, his eyes are opened to a frightening alternate reality when renegade Jesuit priest Mendoza convinces him that demonic possession may be to blame for the gruesome murders. Together, they wage a valiant supernatural struggle to rid the city of an otherworldly evil.",2014-07-01,2.5754,6.259,2113
6542,11439,The Ghost Writer,A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident.,2010-02-12,2.6502,6.825,2307
6543,581997,Batman vs Teenage Mutant Ninja Turtles,"Batman, Batgirl, and Robin forge an alliance with the Teenage Mutant Ninja Turtles to fight against the Turtles' sworn enemy, The Shredder, who has apparently teamed up with Ra's Al Ghul and The League of Assassins.",2019-03-31,3.2136,7.168,519
6544,8047,Matador,A conflicted youth confesses to crimes he didn't commit while a man and woman aroused by death become obsessed with each other.,1986-03-07,2.3381,6.657,258
6545,20856,Aliens in the Attic,A group of kids must protect their vacation home from invading aliens.,2009-07-30,2.0809,5.692,1015
6546,598387,The Tiger's Apprentice,"After the death of his grandmother, Tom Lee discovers he is part of a long lineage of magical protectors known as the Guardians. With guidance from a mythical tiger named Hu and the other Zodiac animal warriors, Tom trains to take on an evil force that threatens humanity.",2024-02-16,2.3759,7.33,132
6547,185341,[REC]⁴ Apocalypse,"Ángela Vidal, the young television reporter who entered the building with the firemen, manages to make it out alive. But what the soldiers don't know is that she carries the seed of the strange infection. She is to be taken to a provisional quarantine facility, a high-security installation where she will have to stay in isolation for several days. An old oil tanker, miles off shore and surrounded by water on all sides, has been especially equipped for the quarantine.",2014-10-31,2.393,5.596,1197
6548,56431,A Pistol for Ringo,"Giuliano Gemma stars as a cool, cocky mercenary enlisted by a sheriff to infiltrate a ruthless gang of outlaws. Ennio Morricone provided the score to this early spaghetti western hit.",1965-05-12,1.7974,6.2,69
6549,919207,12.12: The Day,"After the assassination of President Park, martial law has been declared. A coup d'état bursts out by DefenseSecurity Commander Chun Doo-gwang and a private band of officers following him. Capital Defense Commander Lee Tae-shin, an obstinate soldier who believes the military should not take political actions, fights against Chun Doo-gwang to stop him. The conflict between the two grows while military leaders are holding their decision and Defense Minister is gone. In the midst of chaos, the spring of Seoul that everyone longed for heads to unexpected direction.",2023-11-22,2.4888,7.483,119
6550,77221,Black Gold,"On the Arabian Peninsula in the 1930s, two warring leaders come face to face. The victorious Nesib, Emir of Hobeika, lays down his peace terms to rival Amar, Sultan of Salmaah. The two men agree that neither can lay claim to the area of no man’s land between them called The Yellow Belt. In return, Nesib adopts Amar’s two boys Saleeh and Auda as a guarantee against invasion. Twelve years later, Saleeh and Auda have grown into young men. Saleeh, the warrior, itches to escape his gilded cage and return to his father’s land. Auda cares only for books and the pursuit of knowledge. One day, their adopted father Nesib is visited by an American from Texas. He tells the Emir that his land is blessed with oil and promises him riches beyond his wildest imagination. Nesib imagines a realm of infinite possibility, a kingdom with roads, schools and hospitals all paid for by the black gold beneath the barren sand. There is only one problem. The precious oil is located in the Yellow Belt.",2011-12-21,1.8558,6.491,288
6551,19543,Anacondas: Trail of Blood,"A genetically created Anaconda, cut in half, regenerates itself into two new aggressive giant snakes, due to the Blood Orchid.",2009-07-16,2.6614,4.724,317
6552,612706,Work It,A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.,2020-08-07,1.8875,7.523,1185
6553,13341,Bad News Bears,"Morris Buttermaker is a burned-out minor league baseball player who loves to drink and can't keep his hands to himself. His long-suffering lawyer arranges for him to manage a local Little League team, and Buttermaker soon finds himself the head of a rag-tag group of misfit players. Through unconventional team-building exercises and his offbeat coaching style, Buttermaker helps his hapless Bears prepare to meet their rivals, the Yankees.",2005-07-22,1.5964,5.816,269
6554,14362,Out for Justice,Gino Felino is an NYPD detective from Brooklyn who knows everyone and everything in his neighborhood. Killing his partner was someone's big mistake... because he's now out for justice.,1991-04-12,2.1981,6.132,458
6555,15860,Dragon Tiger Gate,Three young martial arts masters emerge from the back streets of Hong Kong to help the powerless fight injustice.,2006-07-27,2.5781,6.7,219
6556,85446,Step Up Revolution,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",2012-07-26,2.9956,6.913,2069
6557,468892,The Founding of an Army,The Founding of an Army is a 2017 Chinese film commissioned by China's government to commemorate the 90th anniversary of the founding of the People's Liberation Army.,2017-08-01,1.5705,5.05,20
6558,16411,Initial D,"After winning his first competition, Takumi focuses his attention on drift racing, a sport he has unknowingly perfected while delivering tofu in his father's Toyota AE86.",2005-05-12,2.688,6.65,284
